codigo,valor,populacao,tipoRGF
3149200,47.96,3626,Simplificado
3149309,54.0,63789,Completo
3149408,54.0,1808,Simplificado
3149507,50.63,3310,Simplificado
3149606,55.87,4379,Completo
3149705,47.87,11249,Simplificado
3149804,40.12,16009,Simplificado
3149903,45.35,21291,Simplificado
3149952,42.14,6847,Simplificado
3150000,51.94,4246,Simplificado
3150109,43.55,2763,Simplificado
3150158,41.99,8426,Simplificado
3150208,48.58,4140,Completo
3150307,48.7,4528,Simplificado
3150406,45.62,4955,Simplificado
3150505,43.37,8631,Simplificado
3150539,47.81,4894,Simplificado
3150570,47.42,7490,Simplificado
3150604,42.59,6421,Simplificado
3150703,54.0,6044,Simplificado
3150802,49.45,17618,Completo
3150901,44.01,5455,Simplificado
3151008,54.0,8550,Simplificado
3151107,51.47,10731,Completo
3151206,54.0,56208,Completo
3151305,54.0,10816,Completo
3151404,43.78,27755,Simplificado
3151503,46.82,34456,Simplificado
3151602,44.71,11968,Simplificado
3151701,49.49,16734,Simplificado
3151800,53.99,166111,Completo
3151909,46.1,8508,Simplificado
3152006,46.89,31583,Simplificado
3152105,42.16,59605,Completo
3152131,47.15,4237,Simplificado
3152170,45.98,12061,Simplificado
3152204,47.9,37950,Simplificado
3152303,44.11,11208,Simplificado
3152402,52.09,16491,Simplificado
3152501,39.05,148862,Completo
3152600,52.59,5981,Completo
3152709,46.35,8979,Completo
3152808,46.13,27688,Simplificado
3152907,50.21,8642,Simplificado
3153004,39.78,3573,Completo
3153202,44.98,3676,Completo
3153301,46.0,3004,Simplificado
3153400,48.36,19377,Completo
3153509,48.8,8333,Simplificado
3153608,43.14,10629,Simplificado
3153707,41.61,3542,Simplificado
3153806,54.0,1934,Simplificado
3153905,43.51,16277,Simplificado
3154002,52.36,23814,Simplificado
3154101,53.51,10514,Simplificado
3154150,47.36,7105,Simplificado
3154200,47.26,11459,Completo
3154309,45.51,17398,Simplificado
3154408,49.93,4798,Completo
3154457,45.24,8138,Simplificado
3154507,54.0,9487,Simplificado
3154606,45.94,331045,Completo
3154705,48.88,4019,Completo
3154804,48.57,10203,Completo
3154903,53.07,13659,Simplificado
3155009,44.15,2599,Simplificado
3155108,51.46,5167,Simplificado
3155207,45.02,5549,Completo
3155306,46.99,5783,Simplificado
3155405,49.55,8941,Simplificado
3155504,43.82,12291,Simplificado
3155603,51.6,30779,Simplificado
3155702,36.68,14346,Simplificado
3155801,46.01,17858,Simplificado
3155900,47.5,5467,Simplificado
3156007,46.28,12957,Simplificado
3156106,54.0,4648,Simplificado
3156205,45.74,2289,Simplificado
3156304,41.96,7991,Simplificado
3156403,54.0,3547,Simplificado
3156452,46.72,4566,Simplificado
3156502,52.16,6198,Simplificado
3156601,49.55,10226,Simplificado
3156700,46.85,135421,Completo
3156809,43.72,15525,Simplificado
3156908,35.79,25989,Completo
3157005,53.67,41349,Completo
3157104,49.92,7007,Simplificado
3157203,54.0,30807,Simplificado
3157252,55.86,8113,Completo
3157278,42.78,3117,Simplificado
3157302,43.85,4454,Simplificado
3157336,45.72,8541,Simplificado
3157377,48.62,4177,Simplificado
3157401,41.17,4793,Completo
3157500,49.95,4438,Completo
3157609,45.22,3866,Simplificado
3157658,47.44,6345,Simplificado
3157708,40.2,13743,Simplificado
3157807,37.73,218147,Completo
3157906,47.37,16111,Simplificado
3158003,47.19,10836,Simplificado
3158102,49.07,5248,Simplificado
3158201,109.12,14620,Simplificado
3158300,47.13,7128,Simplificado
3158409,46.2,3853,Simplificado
3158508,48.3,7696,Simplificado
3158607,48.14,3971,Simplificado
3158706,44.19,2438,Simplificado
3158805,48.28,4807,Simplificado
3158904,45.64,8681,Simplificado
3158953,45.4,33934,Simplificado
3159001,54.0,4274,Simplificado
3159100,54.0,3789,Completo
3159209,49.67,8974,Simplificado
3159308,43.25,4905,Simplificado
3159407,45.55,3449,Simplificado
3159506,54.0,5522,Simplificado
3159605,50.09,42751,Completo
3159704,47.57,3343,Simplificado
3159803,47.67,19608,Completo
3159902,46.04,18434,Simplificado
3160108,50.55,3937,Simplificado
3160207,50.49,3877,Simplificado
3160306,50.69,11677,Simplificado
3160405,43.54,28054,Completo
3160454,50.6,7256,Simplificado
3160504,44.27,1770,Simplificado
3160603,43.28,3109,Completo
3160702,46.2,46555,Simplificado
3160801,50.26,5220,Completo
3160900,54.0,3721,Simplificado
3160959,49.76,5630,Completo
3161007,46.27,17393,Simplificado
3161056,47.04,3377,Simplificado
3161106,54.0,56163,Completo
3161205,41.93,6535,Simplificado
3161304,38.79,6200,Simplificado
3161403,50.62,4889,Simplificado
3161502,47.28,12164,Simplificado
3161601,39.66,4015,Simplificado
3161650,54.0,3963,Simplificado
3161700,54.96,6923,Completo
3161809,48.55,12218,Completo
3161908,32.4,10818,Completo
3162005,48.85,25332,Simplificado
3162104,47.49,35145,Completo
3162203,42.73,7407,Completo
3162252,46.36,4896,Simplificado
3162302,51.42,2753,Simplificado
3162401,50.18,25235,Simplificado
3162450,50.04,12899,Simplificado
3162500,44.32,89653,Completo
3162559,53.49,11440,Simplificado
3162575,44.79,5798,Simplificado
3162609,52.74,7553,Simplificado
3162658,49.12,4389,Simplificado
3162708,47.52,23524,Simplificado
3162807,39.12,15781,Simplificado
3162906,46.75,26272,Completo
3162922,47.43,30989,Completo
3162948,43.1,7371,Simplificado
3162955,49.27,23385,Simplificado
3163003,45.09,4255,Simplificado
3163102,44.88,4927,Simplificado
3163201,48.56,4183,Simplificado
3163300,42.32,3865,Simplificado
3163409,45.08,5454,Completo
3163508,45.34,6477,Completo
3163607,49.63,2775,Completo
3163706,47.46,45488,Simplificado
3163805,56.03,6933,Completo
3163904,47.51,4709,Simplificado
3164001,53.13,7858,Completo
3164100,40.51,5291,Simplificado
3164209,47.4,12139,Simplificado
3164308,46.93,7026,Simplificado
3164407,54.0,5455,Simplificado
3164431,45.21,2991,Simplificado
3164472,48.56,6479,Simplificado
3164506,45.27,10129,Simplificado
3164605,42.88,6684,Completo
3164704,54.0,70450,Completo
3164803,51.11,1520,Simplificado
3164902,48.17,2231,Simplificado
3165008,46.08,10922,Simplificado
3165107,49.95,7042,Simplificado
3165206,46.84,7056,Simplificado
3165305,44.38,7687,Simplificado
3165404,42.19,6869,Simplificado
3165503,47.09,6236,Simplificado
3165537,42.19,32069,Simplificado
3165552,36.2,12134,Simplificado
3165560,46.15,2661,Completo
3165578,45.92,5352,Simplificado
3165602,45.7,2007,Simplificado
3165701,47.83,7764,Simplificado
3165800,41.36,1545,Simplificado
3165909,49.76,4209,Simplificado
3166006,44.04,5786,Simplificado
3166105,56.8,3527,Completo
3166204,52.08,10451,Completo
3166303,45.08,7319,Completo
3166402,49.41,1848,Completo
3166501,43.67,4293,Completo
3166600,49.0,786,Simplificado
3166709,48.15,8685,Simplificado
3166808,39.68,11493,Simplificado
3166907,49.06,7670,Simplificado
3166956,54.0,4752,Simplificado
3167004,42.33,1970,Simplificado
3167103,51.92,20993,Simplificado
3167202,50.31,237286,Completo
3167301,46.46,2258,Simplificado
3167400,53.09,6227,Completo
3167509,42.87,2612,Simplificado
3167608,45.99,19528,Simplificado
3167707,52.78,5594,Completo
3167806,51.71,6112,Simplificado
3167905,48.59,3792,Simplificado
3168002,44.35,33858,Simplificado
3168051,49.86,3119,Completo
3168101,44.18,4711,Simplificado
3168200,53.65,1879,Completo
3168309,47.86,4055,Completo
3168408,46.4,14350,Simplificado
3168507,48.74,11650,Completo
3168606,41.36,140235,Completo
3168705,59.6,89090,Completo
3168804,54.0,7886,Completo
3168903,49.1,6539,Simplificado
3169059,44.34,4093,Simplificado
3169109,43.55,6217,Simplificado
3169208,53.26,8201,Completo
3169307,46.2,78913,Completo
3169356,47.7,31984,Completo
3169406,48.39,56546,Completo
3169505,135.8,6698,Completo
3169604,48.57,25253,Simplificado
3169703,47.98,19797,Completo
3169802,47.64,5008,Completo
3169901,44.85,114265,Completo
3170008,44.87,12466,Simplificado
3170057,46.48,12449,Completo
3170107,33.54,330361,Completo
3170206,39.94,683247,Completo
3170305,49.63,2626,Completo
3170404,50.59,83808,Completo
3170438,43.48,4325,Simplificado
3170479,45.0,3267,Simplificado
3170503,46.35,10371,Simplificado
3170529,41.55,16547,Simplificado
3170578,52.93,6491,Simplificado
3170602,51.17,2158,Simplificado
3170651,48.23,4987,Simplificado
3170701,36.57,134477,Completo
3170750,45.09,7071,Simplificado
3170800,52.05,39173,Completo
3170909,46.45,19335,Simplificado
3171006,44.66,20537,Simplificado
3171030,45.42,9265,Simplificado
3171071,42.29,5712,Simplificado
3171105,47.16,3951,Simplificado
3171154,43.15,4832,Simplificado
3171204,46.3,125376,Completo
3171303,41.11,78286,Completo
3171501,54.0,3227,Simplificado
3171600,48.3,13764,Simplificado
3171709,48.5,8685,Simplificado
3171808,42.56,10537,Simplificado
3171907,50.21,5420,Simplificado
3172004,53.54,42149,Simplificado
3172103,48.81,5243,Simplificado
3172202,38.51,2558,Simplificado
3200102,48.56,30720,Simplificado
3200136,49.88,9653,Simplificado
3200169,57.76,11131,Completo
3200201,0.47,30568,Completo
3200300,44.78,14566,Simplificado
3200359,19.19,7798,Simplificado
3200409,40.31,28736,Simplificado
3200508,52.45,7580,Simplificado
3200607,44.28,99305,Completo
3200706,50.82,11765,Completo
3200805,45.66,30862,Simplificado
3201001,48.78,14982,Simplificado
3201100,54.0,9910,Simplificado
3201159,43.17,12381,Completo
3201209,42.25,207324,Completo
3201308,44.02,378603,Completo
3201407,48.12,37317,Simplificado
3201506,45.47,121580,Completo
3201605,54.0,30849,Completo
3201704,43.74,12638,Simplificado
3201803,55.59,4338,Completo
3201902,42.05,33711,Simplificado
3202009,54.0,6727,Simplificado
3202108,43.76,23014,Simplificado
3202207,54.0,21061,Completo
3202256,50.33,12535,Simplificado
3202405,44.64,122982,Completo
3202454,48.29,25732,Simplificado
3202504,43.53,12365,Simplificado
3202553,49.12,8919,Simplificado
3202603,54.0,13745,Simplificado
3202652,50.24,13226,Completo
3202702,54.0,14109,Simplificado
3202801,54.0,34032,Completo
3202900,44.87,10619,Simplificado
3203007,50.2,29030,Completo
3203056,52.17,29904,Simplificado
3203106,50.97,11744,Simplificado
3203130,60.0,16614,Completo
3203163,50.86,10961,Simplificado
3203205,54.0,170364,Completo
3203304,54.0,15194,Completo
3203353,47.83,12700,Simplificado
3203403,54.0,26191,Simplificado
3203502,45.62,18770,Simplificado
3203601,46.19,5552,Simplificado
3203700,59.66,17613,Completo
3203908,47.93,49780,Completo
3204005,54.0,23059,Simplificado
3204054,54.0,25982,Simplificado
3204104,55.55,26763,Completo
3204203,45.77,21363,Simplificado
3204252,45.17,7784,Simplificado
3204302,54.0,11488,Simplificado
3204351,43.38,19009,Simplificado
3204401,54.0,11618,Simplificado
3204500,54.0,12300,Simplificado
3204559,47.55,39849,Simplificado
3204609,42.82,23392,Simplificado
3204658,45.43,8589,Simplificado
3204708,54.0,37361,Simplificado
3204906,51.57,128542,Completo
3204955,44.12,12318,Simplificado
3205002,46.14,507598,Completo
3205010,53.63,29449,Simplificado
3205036,54.0,21207,Simplificado
3205069,47.32,24800,Simplificado
3205101,48.58,76954,Completo
3205150,50.36,9171,Completo
3205176,49.17,14087,Simplificado
3205200,46.32,486208,Completo
3205309,44.79,358267,Completo
3300100,38.9,200407,Completo
3300159,55.65,11612,Completo
3300209,39.89,130439,Completo
3300225,48.69,12471,Completo
3300258,53.71,30096,Completo
3300308,54.0,99969,Completo
3300407,39.65,183976,Completo
3300456,48.14,508614,Completo
3300506,46.25,27269,Completo
3300605,35.82,36985,Completo
3300704,56.45,222528,Completo
3300803,54.0,58560,Completo
3300902,44.45,15496,Completo
3300936,64.76,16039,Completo
3300951,51.76,8544,Completo
3301009,52.43,503424,Completo
3301108,53.56,20177,Completo
3301157,46.61,12826,Completo
3301306,47.98,43295,Completo
3301405,42.29,23064,Completo
3301504,46.63,21806,Simplificado
3301702,52.51,914383,Completo
3301801,54.5,13929,Completo
3301850,55.92,59613,Completo
3301876,50.7,27762,Completo
3301900,47.51,238695,Completo
3302007,60.37,125913,Completo
3302056,44.71,15113,Simplificado
3302205,50.32,102626,Completo
3302254,45.06,31537,Simplificado
3302270,48.48,103960,Completo
3302304,47.59,7386,Completo
3302403,52.35,251631,Completo
3302452,44.68,5574,Simplificado
3302601,57.32,43689,Completo
3302700,23.19,157789,Completo
3302809,53.19,18578,Completo
3302858,54.0,175620,Completo
3302908,42.4,25493,Completo
3303005,53.21,27195,Completo
3303104,43.6,15324,Simplificado
3303203,41.23,162269,Completo
3303302,35.13,511786,Completo
3303401,49.63,190084,Completo
3303500,42.2,818875,Completo
3303609,35.84,51815,Completo
3303807,37.26,42630,Completo
3303856,43.05,27678,Completo
3303906,42.53,305687,Completo
3303955,48.92,24941,Simplificado
3304003,54.0,28999,Simplificado
3304102,45.27,18730,Completo
3304110,47.64,19381,Simplificado
3304128,44.75,14165,Completo
3304144,51.21,149265,Completo
3304151,46.53,24246,Completo
3304201,48.93,130334,Completo
3304300,56.1,59814,Completo
3304409,54.68,18451,Completo
3304508,46.36,9222,Simplificado
3304524,50.37,145989,Completo
3304557,54.32,6688927,Completo
3304607,48.97,10417,Completo
3304706,53.12,42359,Completo
3304805,48.81,38626,Completo
3305000,42.14,36138,Completo
3305109,59.87,471888,Completo
3305133,38.08,7134,Completo
3305158,50.27,21670,Completo
3305208,48.53,102846,Completo
3305307,50.32,9326,Completo
3305406,50.86,18205,Completo
3305505,36.34,87704,Completo
3305554,46.72,86743,Completo
3305604,51.13,21773,Completo
3305752,53.75,33870,Completo
3305802,49.16,180886,Completo
3305901,52.14,10611,Simplificado
3306008,51.79,81453,Completo
3306107,45.61,76163,Completo
3306156,46.46,10890,Completo
3306206,40.79,36702,Completo
3306305,49.07,271998,Completo
3500105,51.8,35023,Simplificado
3500204,51.27,3571,Simplificado
3500303,50.78,35954,Completo
3500402,45.22,8137,Completo
3500501,46.86,18599,Completo
3500550,54.0,6040,Completo
3500600,37.21,3380,Simplificado
3500709,50.37,37023,Simplificado
3500758,47.79,5918,Completo
3500808,52.36,4147,Completo
3500907,42.16,4134,Simplificado
3501004,42.18,16164,Completo
3501103,47.98,4110,Completo
3501152,50.47,18484,Completo
3501202,54.0,3712,Simplificado
3501301,49.71,24830,Completo
3501608,48.61,237112,Completo
3501707,54.37,39962,Completo
3501806,49.77,5956,Completo
3501905,41.16,71700,Completo
3502002,49.08,4933,Completo
3502101,46.55,57112,Completo
3502200,48.9,24969,Completo
3502309,43.9,6627,Simplificado
3502408,47.96,4085,Completo
3502507,48.43,36129,Completo
3502606,46.26,4234,Completo
3502705,50.87,24526,Completo
3502754,46.22,21854,Completo
3502804,43.11,195874,Completo
3502903,43.23,33499,Completo
3503000,52.98,5585,Simplificado
3503109,47.73,6348,Completo
3503208,46.37,233744,Completo
3503307,49.5,132934,Completo
3503356,48.69,1811,Completo
3503406,47.7,8505,Completo
3503505,46.0,3876,Simplificado
3503604,52.86,11099,Completo
3503703,43.48,9573,Simplificado
3503802,44.21,53450,Completo
3503901,45.85,88455,Completo
3503950,48.37,1825,Simplificado
3504008,49.33,103666,Completo
3504107,43.6,141398,Completo
3504206,51.67,15123,Completo
3504305,53.31,5369,Completo
3504404,47.62,13433,Completo
3504503,50.49,90063,Completo
3504602,43.19,17236,Completo
3504701,57.27,5532,Completo
3504800,47.92,8994,Simplificado
3504909,54.0,10896,Completo
3505104,47.19,7335,Completo
3505203,52.05,34961,Completo
3505302,42.72,36127,Completo
3505351,39.06,5688,Completo
3505401,50.72,7687,Completo
3505500,35.86,121344,Completo
3505609,48.16,32434,Simplificado
3505708,36.79,271306,Completo
3505807,54.0,20954,Completo
3505906,50.67,62024,Completo
3506003,0.48,374272,Completo
3506102,51.01,77436,Completo
3506201,48.5,2955,Completo
3506300,45.62,11137,Completo
3506359,48.21,61736,Completo
3506409,44.67,7949,Simplificado
3506508,46.61,122359,Completo
3506607,50.31,32251,Completo
3506706,45.76,14824,Completo
3506805,50.19,12204,Completo
3506904,38.82,11534,Completo
3507001,48.23,59793,Completo
3507100,50.46,24898,Completo
3507159,50.76,3923,Completo
3507209,45.23,836,Completo
3507308,50.02,4776,Completo
3507407,47.43,15925,Completo
3507456,45.21,2621,Completo
3507506,32.61,144820,Completo
3507605,40.73,166753,Completo
3507704,51.78,5630,Completo
3507753,49.57,2841,Completo
3507803,44.76,24592,Completo
3507902,46.82,24163,Completo
3508009,49.56,19789,Completo
3508108,46.25,17003,Simplificado
3508207,48.64,4447,Completo
3508306,49.66,4286,Completo
3508405,45.27,48966,Completo
3508504,48.6,93488,Completo
3508603,48.75,33067,Completo
3508702,54.0,18961,Completo
3508801,49.61,17689,Completo
3508900,51.67,4190,Completo
3509007,46.73,100129,Completo
3509106,48.82,5800,Completo
3509205,36.1,75638,Completo
3509254,46.08,28605,Completo
3509304,47.51,10486,Simplificado
3509403,51.04,25935,Completo
3509452,48.42,5991,Simplificado
3509502,43.66,1194094,Completo
3509601,47.9,83735,Completo
3509700,38.39,51763,Completo
3509809,54.0,4932,Completo
3509908,45.93,12539,Completo
3509957,48.33,5071,Completo
3510005,51.25,31212,Completo
3510104,45.17,2787,Completo
3510153,48.24,5139,Completo
3510203,51.85,47159,Completo
3510302,50.03,20419,Completo
3510401,46.78,55141,Completo
3510500,37.22,119625,Completo
3510609,54.0,398611,Completo
3510708,45.02,12303,Simplificado
3510807,46.64,30237,Completo
3510906,58.69,2542,Completo
3511003,43.67,20738,Completo
3511102,46.32,121210,Completo
3511201,56.33,7752,Completo
3511300,47.24,9125,Simplificado
3511409,58.62,19774,Completo
3511508,46.91,48074,Completo
3511607,46.92,17915,Completo
3511706,43.78,17009,Simplificado
3511904,45.29,8472,Simplificado
3512001,50.69,18398,Completo
3512100,44.01,6203,Simplificado
3512209,46.26,27820,Completo
3512308,53.34,17770,Completo
3512407,45.9,24221,Completo
3512506,54.0,5986,Simplificado
3512605,46.97,4728,Completo
3512704,51.21,4047,Completo
3512803,50.5,70998,Completo
3512902,47.87,7316,Simplificado
3513009,41.49,244694,Completo
3513108,39.8,34998,Completo
3513207,48.6,8541,Completo
3513306,54.0,2100,Completo
3513405,54.0,81895,Completo
3513504,34.69,129760,Completo
3513603,43.77,21639,Simplificado
3513702,47.47,33520,Completo
3513801,54.0,420934,Completo
3513850,54.0,1786,Simplificado
3513900,48.28,11208,Completo
3514007,47.2,8846,Completo
3514106,39.27,27112,Completo
3514205,49.51,2119,Completo
3514304,45.58,8868,Completo
3514403,48.05,46536,Simplificado
3514502,49.1,12457,Completo
3514601,46.25,9708,Completo
3514700,42.16,6141,Simplificado
3514809,48.47,15443,Completo
3514908,43.33,17604,Simplificado
3514924,54.0,3604,Simplificado
3514957,51.12,2456,Completo
3515004,45.61,270843,Completo
3515103,53.98,68856,Completo
3515129,48.67,3202,Completo
3515152,48.87,20284,Completo
3515186,48.32,44186,Completo
3515194,50.86,4779,Completo
3515202,44.12,8418,Simplificado
3515301,54.27,2762,Completo
3515350,51.83,9419,Completo
3515400,45.9,16001,Completo
3515509,49.91,68823,Completo
3515608,46.92,5771,Completo
3515657,48.02,1704,Completo
3515707,51.74,191993,Completo
3515806,54.0,1499,Simplificado
3515905,51.25,2934,Completo
3516002,50.75,14486,Completo
3516101,47.33,2699,Completo
3516200,49.29,350400,Completo
3516309,44.89,174008,Completo
3516408,38.5,152433,Completo
3516507,48.14,2776,Simplificado
3516606,46.63,6615,Completo
3516705,45.4,44370,Completo
3516804,48.39,4754,Completo
3516853,38.92,4762,Completo
3516903,55.55,10876,Completo
3517000,51.03,11370,Completo
3517109,47.3,4801,Simplificado
3517208,47.48,12039,Completo
3517307,49.35,5743,Completo
3517406,46.06,40533,Completo
3517505,43.4,21125,Simplificado
3517604,48.62,17293,Completo
3517703,47.4,21129,Completo
3517802,51.83,8357,Completo
3517901,40.14,11088,Completo
3518008,51.14,2002,Completo
3518107,47.31,6654,Completo
3518206,54.0,32774,Simplificado
3518305,22.46,29451,Completo
3518404,54.0,121073,Completo
3518503,52.85,18143,Completo
3518602,47.9,39714,Simplificado
3518701,41.82,318107,Completo
3518800,42.41,1365899,Completo
3518859,57.6,7602,Completo
3518909,48.62,5226,Completo
3519006,51.48,9462,Completo
3519055,43.06,14579,Completo
3519071,48.37,227353,Completo
3519105,47.4,11559,Completo
3519204,49.38,6348,Simplificado
3519253,44.18,8956,Completo
3519402,49.2,12264,Simplificado
3519501,35.09,7663,Completo
3519600,45.74,59451,Completo
3519709,50.73,78262,Completo
3519907,47.06,8124,Completo
3520004,45.39,24598,Completo
3520103,51.47,30246,Simplificado
3520202,53.84,9483,Simplificado
3520301,46.36,30721,Completo
3520400,15.89,34333,Completo
3520426,51.05,10965,Completo
3520442,45.35,26582,Completo
3520509,41.36,246908,Completo
3520608,54.67,4892,Completo
3520707,45.41,3908,Completo
3520806,47.57,3963,Completo
3520905,44.52,14869,Simplificado
3521002,48.03,36280,Completo
3521101,45.81,7401,Completo
3521150,52.11,5306,Completo
3521200,51.23,4238,Simplificado
3521309,49.21,16209,Completo
3521408,43.72,23846,Completo
3521507,50.07,7937,Simplificado
3521606,47.62,8261,Completo
3521705,45.83,17635,Completo
3521903,41.86,15226,Simplificado
3522000,48.27,3782,Completo
3522109,52.8,100496,Completo
3522158,49.75,3326,Completo
3522208,45.36,173672,Completo
3522307,45.07,162231,Completo
3522406,47.19,93892,Completo
3522505,38.57,234352,Completo
3522604,49.98,74299,Completo
3522653,54.49,4213,Completo
3522703,44.62,42903,Completo
3522802,43.53,15125,Completo
3522901,47.07,13833,Simplificado
3523008,41.41,4860,Simplificado
3523107,52.71,366519,Completo
3523206,48.7,50360,Completo
3523305,46.16,17271,Completo
3523404,48.63,119090,Completo
3523503,54.0,20467,Completo
3523602,48.78,17922,Completo
3523701,50.89,6453,Completo
3523800,42.97,7830,Completo
3523909,45.35,172268,Completo
3524006,48.82,59649,Completo
3524105,43.67,41598,Completo
3524204,43.94,6911,Simplificado
3524303,46.27,76864,Completo
3524402,37.55,231863,Completo
3524501,43.33,6934,Completo
3524600,47.69,17842,Completo
3524709,45.64,56221,Completo
3524808,47.97,49011,Simplificado
3524907,42.47,6485,Simplificado
3525003,48.96,123481,Completo
3525102,45.45,43774,Completo
3525201,55.7,29456,Completo
3525300,41.72,148581,Completo
3525409,45.91,3168,Completo
3525508,47.43,13098,Completo
3525607,48.83,4495,Completo
3525706,51.71,36655,Completo
3525805,45.19,4752,Completo
3525904,45.47,414810,Completo
3526001,45.66,20524,Completo
3526100,47.6,18908,Completo
3526209,46.8,31235,Completo
3526308,44.96,4903,Simplificado
3526407,46.68,28240,Simplificado
3526506,45.4,11667,Simplificado
3526605,54.0,7207,Simplificado
3526704,41.36,102412,Completo
3526803,47.14,67859,Completo
3526902,42.74,303682,Completo
3527009,45.58,7864,Completo
3527108,37.69,77510,Completo
3527207,45.73,88276,Completo
3527256,50.35,2278,Completo
3527306,36.76,47748,Completo
3527405,50.85,21604,Completo
3527504,50.56,2385,Completo
3527603,54.02,14592,Completo
3527702,51.19,5723,Completo
3527900,49.65,2663,Completo
3528007,40.8,17111,Simplificado
3528106,45.74,8093,Completo
3528205,48.54,3704,Completo
3528304,50.18,3136,Completo
3528403,47.19,46852,Completo
3528502,40.32,98374,Completo
3528601,44.23,9780,Completo
3528700,67.11,5757,Completo
3528809,51.75,13967,Completo
3528858,51.49,2996,Completo
3528908,49.33,4077,Completo
3529005,44.15,237130,Completo
3529104,50.0,2117,Completo
3529203,50.78,26289,Completo
3529302,43.27,82702,Completo
3529401,32.56,468148,Completo
3529500,49.65,5413,Simplificado
3529609,52.21,3848,Simplificado
3529658,47.85,1910,Simplificado
3529708,53.1,22093,Simplificado
3529807,44.22,12849,Completo
3529906,41.67,19919,Completo
3530003,49.05,3066,Completo
3530102,67.45,29418,Simplificado
3530201,41.86,18178,Simplificado
3530300,51.22,59333,Completo
3530409,47.67,4822,Simplificado
3530508,45.5,68788,Completo
3530607,39.12,440769,Completo
3530706,46.13,150713,Completo
3530805,49.25,92715,Completo
3530904,50.07,3478,Completo
3531001,47.18,2252,Simplificado
3531100,54.0,55731,Completo
3531209,48.42,7964,Completo
3531308,48.09,50216,Completo
3531407,49.31,24794,Simplificado
3531506,50.94,19050,Completo
3531605,43.76,4166,Completo
3531704,42.46,4608,Simplificado
3531803,40.95,58765,Completo
3531902,49.59,32641,Completo
3532009,49.73,13458,Completo
3532058,46.11,4720,Completo
3532108,51.56,4466,Completo
3532207,48.74,4809,Completo
3532306,50.85,6681,Simplificado
3532405,52.2,18346,Simplificado
3532504,38.4,8936,Simplificado
3532603,58.55,11427,Completo
3532702,50.13,5126,Completo
3532801,53.88,6875,Completo
3532827,47.47,9647,Completo
3532843,47.58,1911,Completo
3532868,53.34,1255,Completo
3532900,49.28,11013,Completo
3533007,48.06,21307,Simplificado
3533106,50.8,2308,Completo
3533205,48.36,3883,Completo
3533254,51.74,5712,Completo
3533304,43.3,4041,Completo
3533403,46.69,59371,Completo
3533502,44.93,40680,Completo
3533601,47.02,7386,Simplificado
3533700,45.22,4287,Completo
3533809,53.66,2522,Completo
3533908,40.88,54406,Completo
3534005,50.06,4339,Completo
3534104,44.11,6487,Completo
3534203,58.67,6935,Completo
3534302,51.49,43687,Simplificado
3534401,38.35,696850,Completo
3534500,44.44,2602,Completo
3534609,42.04,32754,Completo
3534708,41.65,112711,Completo
3534757,49.4,10177,Completo
3534807,48.14,8503,Completo
3534906,48.93,14130,Completo
3535002,41.33,12786,Simplificado
3535101,48.48,13058,Simplificado
3535200,46.67,9340,Simplificado
3535309,44.23,22168,Completo
3535408,48.87,15690,Completo
3535507,46.43,45455,Completo
3535606,48.29,18180,Completo
3535705,49.49,6411,Completo
3535804,52.07,19993,Completo
3535903,46.31,4061,Simplificado
3536000,50.85,10980,Completo
3536109,43.79,6360,Simplificado
3536208,46.05,19570,Completo
3536257,46.81,2153,Simplificado
3536307,43.09,14529,Completo
3536406,47.36,7274,Completo
3536505,51.86,106776,Completo
3536570,47.72,1832,Completo
3536604,45.83,8930,Completo
3536703,43.6,46251,Completo
3536802,48.61,6075,Simplificado
3536901,53.76,2508,Completo
3537008,54.0,16676,Completo
3537107,44.55,47361,Completo
3537156,48.31,3085,Completo
3537206,48.1,11240,Completo
3537305,45.87,63047,Completo
3537404,50.5,25660,Completo
3537503,54.0,8560,Simplificado
3537602,47.07,67548,Completo
3537800,41.36,55149,Completo
3537909,54.0,28963,Completo
3538105,46.86,16877,Completo
3538204,46.42,15021,Completo
3538303,54.0,3685,Completo
3538501,46.84,13742,Completo
3538600,48.38,27140,Completo
3538709,43.05,400949,Completo
3538808,49.3,29741,Completo
3538907,44.67,25259,Completo
3539004,42.44,11362,Simplificado
3539103,53.14,18604,Completo
3539202,54.0,27295,Simplificado
3539301,45.4,75930,Completo
3539400,46.75,13503,Completo
3539509,47.64,39349,Completo
3539608,48.76,5167,Simplificado
3539707,49.84,3521,Completo
3539806,48.5,116530,Completo
3539905,46.19,6004,Completo
3540002,47.03,21851,Completo
3540101,52.49,3432,Completo
3540200,51.02,49047,Simplificado
3540259,52.01,4580,Completo
3540309,47.54,2577,Completo
3540408,53.18,4186,Completo
3540507,41.22,9779,Completo
3540606,43.56,52785,Completo
3540705,49.93,55787,Completo
3540754,45.86,24143,Simplificado
3540804,43.57,17201,Simplificado
3540853,45.94,3971,Simplificado
3540903,51.53,21110,Completo
3541000,44.87,319146,Completo
3541059,46.86,5204,Completo
3541109,47.08,4108,Simplificado
3541208,51.72,13190,Completo
3541307,41.61,44006,Completo
3541406,49.96,227072,Completo
3541505,39.16,39448,Simplificado
3541604,53.31,40027,Completo
3541653,54.0,3753,Simplificado
3541703,45.64,14006,Simplificado
3541802,50.03,3351,Completo
